Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Andres Ambhl,M,26.0,176.0,82.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,
Andres Ambhl,M,30.0,176.0,82.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,
Elias Ambhl,M,21.0,182.0,82.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,
Gaudenz Ambhl,M,25.0,178.0,76.0,Switzerland,SUI,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
Gaudenz Ambhl,M,25.0,178.0,76.0,Switzerland,SUI,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
Gaudenz Ambhl,M,25.0,178.0,76.0,Switzerland,SUI,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
"Heinrich ""Heinz"" Ambhl",M,,,,Switzerland,SUI,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 metres",
Joos Ambhl,M,24.0,177.0,77.0,Switzerland,SUI,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
Paulus Natangwe Ambunda,M,24.0,150.0,51.0,Namibia,NAM,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Flyweight,
Jean Ame,M,23.0,184.0,80.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,
Jos Ramn Amedo Fernndez,M,50.0,172.0,80.0,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Free Pistol, 50 metres",
Jamal Hussayn Ameen,M,,,,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",
Jamal Hussayn Ameen,M,,,,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",
Solomon Amegatcher,M,21.0,180.0,70.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Solomon Amegatcher,M,25.0,180.0,70.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Sabrina Ameghino,F,36.0,169.0,64.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",
Sabrina Ameghino,F,36.0,169.0,64.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
Koukou Franck Amgnigan,M,21.0,181.0,76.0,Togo,TOG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Koukou Franck Amgnigan,M,25.0,181.0,76.0,Togo,TOG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,
Ajuma Ameh,F,19.0,165.0,60.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,
Karl Ameisbichler,M,21.0,172.0,,Austria,AUT,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,
"Samuel Lee ""Sammy Lee"" Amekudji",M,24.0,,,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,
Shenny Ratna Amelia,F,16.0,152.0,46.0,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Platform,
Karl-Robert Ameln,M,28.0,,,Ali-Baba II,SWE,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed 6 metres,Bronze
Karl-Robert Ameln,M,32.0,,,May Be VII,SWE,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed 6 metres,
Rolf-Dieter Amend,M,23.0,173.0,74.0,East Germany-1,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
Orlando Amndola,M,,,,Brazil,BRA,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,
Orlando Amndola,M,,,,Brazil,BRA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,
Salvador Amendola Filho,M,,178.0,,Brazil,BRA,1932 Summer,1932,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,
Moustafa Amin Amer,M,22.0,189.0,79.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Moustafa Amin Amer,M,22.0,189.0,79.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Backstroke,
Maha Amer,F,17.0,165.0,54.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,
Mohamed Amer,M,18.0,199.0,80.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",
Mohamed Mahmoud Amer,M,39.0,,,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
Mohamed Abdelraham Sayed Amer,M,28.0,187.0,87.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
Moustafa Amer,M,21.0,188.0,74.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,
Moustafa Amer,M,21.0,188.0,74.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,
Moustafa Amer,M,21.0,188.0,74.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Musa (Moses-) Obaid Amer (Kipkirui-),M,19.0,185.0,68.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Noor Amer Al-Ameri,F,18.0,,,Iraq,IRQ,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Pistol, 10 metres",
Nourhan Muhammad Mahmud Amer,F,19.0,160.0,55.0,Egypt,EGY,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Rifle, 10 metres",
Vijitha Padmini Amerasekera,F,30.0,170.0,64.0,Sri Lanka,SRI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Javelin Throw,
Christine Amertil (-Ling),F,21.0,168.0,54.0,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres,
Christine Amertil (-Ling),F,24.0,168.0,54.0,Bahamas,BAH,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 400 metres,
Christine Amertil (-Ling),F,28.0,168.0,54.0,Bahamas,BAH,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 400 metres,
Christine Amertil (-Ling),F,32.0,168.0,54.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,
Christine Amertil (-Ling),F,36.0,168.0,54.0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,
David Vincent Leslie Ames,M,27.0,188.0,82.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
Percy Gerald Ames,M,31.0,183.0,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",
"Ronald William ""Ron"" Amess",M,22.0,,,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,
John A. Ametepey,M,29.0,185.0,73.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,
Raffaele Ametrano,M,23.0,170.0,68.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
Hamoud Ameur,M,28.0,171.0,59.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 5,000 metres",
Hamoud Ameur,M,28.0,171.0,59.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 10,000 metres",
Mohamed Ameur,M,23.0,176.0,65.0,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 20 kilometres Walk,
Eric Donu Amevor,M,26.0,175.0,68.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",
Jessica L. Amey,F,19.0,173.0,63.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
Peter E. Amey,M,25.0,180.0,73.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Welterweight, Freestyle",
Jules Amez-Droz,M,31.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Individual",
Jules Amez-Droz,M,31.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",
Jules Amez-Droz,M,39.0,,,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Individual",
Jules Amez-Droz,M,39.0,,,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Team",
Hilda Amezaga Harfuch,F,18.0,155.0,47.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
Hilda Amezaga Harfuch,F,18.0,155.0,47.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,
Hilda Amezaga Harfuch,F,18.0,155.0,47.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,
Hilda Amezaga Harfuch,F,18.0,155.0,47.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
Hilda Amezaga Harfuch,F,18.0,155.0,47.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,
Hilda Amezaga Harfuch,F,18.0,155.0,47.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
Alejandro Amezcua Carried,M,23.0,168.0,68.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
Norma Amezcua Guajardo,F,15.0,160.0,54.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,
Norma Amezcua Guajardo,F,15.0,160.0,54.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,
Norma Amezcua Guajardo,F,15.0,160.0,54.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
Norma Amezcua Guajardo,F,15.0,160.0,54.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Individual Medley,
Norma Amezcua Guajardo,F,19.0,160.0,54.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,
Norma Amezcua Guajardo,F,19.0,160.0,54.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
Faustino Amiano Calvo,M,16.0,165.0,52.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,
Ana Amicarella (-Burns),F,18.0,,,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Solo,
Francesco Amici,M,32.0,174.0,95.0,San Marino,SMR,1992 Summer,1992,Summer,Barcelona,Shooting,Shooting Mixed Trap,
Francesco Amici,M,36.0,174.0,95.0,San Marino,SMR,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,
Francesco Amici,M,40.0,174.0,95.0,San Marino,SMR,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Trap,
Francesco Amici,M,44.0,174.0,95.0,San Marino,SMR,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,
Ugo Amicosante,M,34.0,170.0,76.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
Ugo Amicosante,M,38.0,170.0,76.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",
Audrey Amiel,F,29.0,164.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
Eliahu Amiel,M,27.0,185.0,,Israel,ISR,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,
Adokie Amiesimaka,M,23.0,,,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
Sbastien Amiez,M,21.0,180.0,87.0,France,FRA,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Slalom,
Sbastien Amiez,M,25.0,180.0,87.0,France,FRA,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Slalom,
Sbastien Amiez,M,29.0,180.0,87.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
Henry Amike,M,22.0,185.0,71.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,
Henry Amike,M,26.0,185.0,71.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
Fuad Anwar Amin,M,23.0,177.0,68.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
Jehangoo Amin,M,,,,India,IND,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
Mohamed Amin,M,22.0,,,Egypt,EGY,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Light-Heavyweight,
Mohamed Salah Amin,M,24.0,168.0,57.0,Egypt,EGY,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,
Mashallah Amin Sorour,M,33.0,165.0,69.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
Mashallah Amin Sorour,M,33.0,165.0,69.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,
Sandro Aminashvili,M,24.0,180.0,85.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
Nazem Amine,M,33.0,169.0,67.0,Lebanon,LIB,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Freestyle",
Amir Amini,M,24.0,190.0,83.0,Iran,IRI,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,
Vladislav Viktorovich Aminov,M,23.0,191.0,82.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
Al-Farouq Ajiede Aminu,M,21.0,211.0,98.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,
"Abdul Wahab ""Alade"" Aminu",M,24.0,210.0,102.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,
"Abdul Wahab ""Alade"" Aminu",M,28.0,210.0,102.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
Eldad Amir,M,22.0,190.0,94.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
Eldad Amir,M,26.0,190.0,94.0,Israel,ISR,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
Eldad Amir,M,30.0,190.0,94.0,Israel,ISR,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
Mamadou Amir,M,18.0,,,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,
Mohamed Amir,M,22.0,168.0,64.0,Maldives,MDV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Mohamed Amir,M,26.0,168.0,64.0,Maldives,MDV,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
Mohamed Amir,M,26.0,168.0,64.0,Maldives,MDV,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Nina Amir,F,17.0,170.0,62.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,
Hasli Izwan Amir Hasan,M,31.0,166.0,85.0,Malaysia,MAS,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
Iraj Amir-Akhori,M,25.0,164.0,60.0,Iran,IRI,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Road Race, Individual",
Bbak Amir-Tahmasseb,M,24.0,182.0,75.0,France,FRA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
Bbak Amir-Tahmasseb,M,24.0,182.0,75.0,France,FRA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
Bbak Amir-Tahmasseb,M,28.0,182.0,75.0,France,FRA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
Bbak Amir-Tahmasseb,M,28.0,182.0,75.0,France,FRA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
Slava Lvovich Amiragov,M,26.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Silver
Slava Lvovich Amiragov,M,30.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,
Pantelis Amiras,M,,,,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Standing Long Jump,
Mansour Amirasefi,M,31.0,175.0,68.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,
Benik Amirian,M,,,,Iran,IRI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,
Benik Amirian,M,,,,Iran,IRI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
Benik Amirian,M,,,,Iran,IRI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,
Samira Amirova,F,18.0,162.0,47.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
Zamira Shamiliyevna Amirova,F,21.0,167.0,58.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,
Zamira Shamiliyevna Amirova,F,25.0,167.0,58.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 400 metres,
Mobange Amisi,M,23.0,178.0,,Congo (Kinshasa),COD,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Road Race, Individual",
Mobange Amisi,M,23.0,178.0,,Congo (Kinshasa),COD,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,
Mobange Amisi,M,27.0,178.0,,Congo (Kinshasa),COD,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",
Loc Amisse,M,21.0,166.0,63.0,France,FRA,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,
Salvatore Amitrano,M,24.0,184.0,73.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,
Salvatore Amitrano,M,28.0,184.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Salvatore Amitrano,M,32.0,184.0,73.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,
"Timothy ""Tim"" Amitrano",M,25.0,171.0,70.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Savitree Amitrapai,F,27.0,164.0,56.0,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
Mathilde Amivi Petitjean,F,19.0,163.0,60.0,Togo,TOG,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
Naeem Amjad,M,23.0,173.0,70.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,
"Joseph Brian ""Joe"" Amlong",M,27.0,186.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Gold
"Thomas Kennedy ""Tom"" Amlong",M,29.0,186.0,91.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Gold
Ernst Ammann,M,27.0,188.0,113.0,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Hammer Throw,
Hans Ammann,M,32.0,172.0,55.0,Switzerland,SUI,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
Hans Ammann,M,32.0,172.0,55.0,Switzerland,SUI,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
Peter Ammann,M,23.0,175.0,73.0,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
Peter Ammann,M,23.0,175.0,73.0,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
Peter Ammann,M,27.0,175.0,73.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
Peter Ammann,M,27.0,175.0,73.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
Sieglinde Ammann (Pfannerstill-),F,22.0,178.0,65.0,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Long Jump,
Sieglinde Ammann (Pfannerstill-),F,22.0,178.0,65.0,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Pentathlon,
Sieglinde Ammann (Pfannerstill-),F,26.0,178.0,65.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Long Jump,
Simon Ammann,M,16.0,171.0,55.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
Simon Ammann,M,16.0,171.0,55.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
Simon Ammann,M,16.0,171.0,55.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Team",
Simon Ammann,M,20.0,171.0,55.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
Simon Ammann,M,20.0,171.0,55.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold
Simon Ammann,M,20.0,171.0,55.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",
Simon Ammann,M,24.0,171.0,55.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
Simon Ammann,M,24.0,171.0,55.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
Simon Ammann,M,24.0,171.0,55.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",
Simon Ammann,M,28.0,171.0,55.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
Simon Ammann,M,28.0,171.0,55.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold
Simon Ammann,M,32.0,171.0,55.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
Simon Ammann,M,32.0,171.0,55.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
Amanda Ammar,F,20.0,157.0,54.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Sprint,
Amanda Ammar,F,20.0,157.0,54.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
Amanda Ammar,F,20.0,157.0,54.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
Amanda Ammar,F,28.0,157.0,54.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
Amanda Ammar,F,28.0,157.0,54.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,
Amanda Ammar,F,28.0,157.0,54.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,
Habib Ammar,M,29.0,184.0,84.0,Tunisia,TUN,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,
Caroline Ammel (-Burger),F,26.0,165.0,51.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Pole Vault,
Max Heinrich Ammermann,M,21.0,,,Favorite Hammonia-3,GER,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Bronze
Otto Ammermann,M,43.0,183.0,71.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Otto Ammermann,M,43.0,183.0,71.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Mohamed Ammi,M,,,,France,FRA,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Featherweight,
Karl Vilhelm Nordstrm Ammitzbll,M,40.0,,,Denmark,DEN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
